Time (s),Channel 1 (V),Channel 2 (V)
-7.082021640488657,0.01331535742299675,0.01852654403590776
-7.081149040488657,0.006521917774955658,0.009535163168784619
-7.080276440488657,-0.006901264180209864,-0.008120639261202635
-7.079403840488657,-0.01001151365762627,-0.01220763056444043
-7.078531240488656,-0.01402209851008426,-0.01760245908471431
-7.077658640488656,-0.01475873654420919,-0.01833811751929711
-7.076786040488657,0.0209272837756211,0.02866228246793748
-7.075913440488657,0.01593451487766319,0.02326745394766359
-7.075040840488657,0.01274241672978846,0.01795436525345447
-7.074168240488657,0.007094858468163943,0.01010734195123791
-7.073295640488657,-0.01484058521466752,-0.01882855647568565
-7.072423040488657,-0.01156663839633447,-0.01457808552031834
-7.071550440488656,-0.007064961521126517,-0.008692818043655926
-7.070677840488656,-0.01500428255558417,-0.01931899543207418
-7.069805240488657,-0.03145586531770777,-0.04155222812168776
-7.068932640488657,-0.02859116185166635,-0.03746523681844997
-7.068060040488657,-0.02826376716983304,-0.03697479786206143
-7.067187440488657,-0.009356724293959656,-0.0111450128255986
-7.066314840488657,0.02927584816237038,0.04018759794306805
-7.065442240488657,0.02829366411687047,0.03863454124783769
-7.064569640488656,0.03042172954878695,0.04149543516010414
-7.063697040488656,0.02461047394623663,0.03364841185787525
-7.062824440488657,0.01454308747987164,0.02007960073113812
-7.061951840488657,0.01282426540024679,0.01779088560132496
-7.061079240488657,0.005867128411289047,0.008472545429942795
-7.060206640488657,-0.007474204873418148,-0.009019777347914948
-7.059334040488657,-0.01066630302129288,-0.01335198812934701
-7.058461440488657,-0.01443134186237589,-0.01825637769323235
-7.057588840488656,-0.01238512510091773,-0.0153954837809659
-7.056716240488656,0.02190946782111662,0.02988837985890302
-7.055843640488657,0.01708039626407976,0.02351267342585786
-7.054971040488657,0.01274241672978846,0.01754566612313069
-7.054098440488657,0.006276371763580679,0.009044724212396086
-7.053225840488657,-0.01557722324879246,-0.01972769456239796
-7.052353240488657,-0.01173033573725112,-0.01482330499851261
-7.051480640488657,-0.006655718168834885,-0.00820237908726739
-7.050608040488656,-0.01680495330566735,-0.02185293004008161
-7.049735440488656,-0.03153771398816379,-0.04155222812168449
-7.048862840488657,-0.02900040520395798,-0.03795567577483851
-7.047990240488657,-0.02859116185166635,-0.03738349699238522
-7.047117640488657,-0.003381771350501831,-0.003134509871252531
-7.046245040488657,0.0287029074691621,0.03937019968242049
-7.045372440488657,0.02788442076457884,0.03822584211751391
