Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1,0.01071521318812716,-0.02824089182468657,-2.973950031039621
1.023292992280754,0.01059119062142249,-0.02983144799161409,-3.082744920342407
1.047128548050898,0.008057249557569819,-0.02937701477906979,-3.169858371728559
1.071519305237607,0.009034671351841982,-0.0290125804168911,-3.245476712041217
1.096478196143185,0.01024779033899419,-0.03003923603091761,-3.307671407148021
1.122018454301963,0.00878244969720599,-0.02966029776799166,-3.373265343644676
1.148153621496884,0.008007421230703977,-0.02871450254949277,-3.465304031499823
1.17489755493953,0.007133045724869485,-0.02696104022830768,-3.516818191502001
1.202264434617413,0.007782726674863297,-0.02769349072487696,-3.61728251863282
1.230268770812381,0.01264073945393308,-0.03208705975641903,-3.678142073092225
1.258925411794166,0.009795841643212322,-0.02848301978412789,-3.777026844089391
1.288249551693135,0.00763328961779226,-0.02835529559858645,-3.873713597324866
1.318256738556407,0.006976244674397383,-0.02740909634017274,-3.959214158072626
1.348962882591653,0.009137371618053263,-0.0304620458439836,-4.046635751442523
1.380384264602887,0.009213569101515412,-0.02988718665450284,-4.136722838032398
1.412537544622755,0.007951501932273685,-0.02872224081578088,-4.234798787710957
1.445439770745928,0.0103716953777201,-0.02961041772673538,-4.329807979606812
1.479108388168207,0.01064366003070555,-0.03036565605389591,-4.425618320936167
1.513561248436207,0.01038135526701305,-0.02976384576594732,-4.530636966082739
1.548816618912483,0.00811153673068029,-0.0275724215177778,-4.642987159751584
1.584893192461114,0.005567974773069933,-0.02476200712037633,-4.726471191421268
1.62181009735893,0.006772921450441363,-0.02743929181372788,-4.860418820574367
1.659586907437563,0.005745111809359011,-0.02836087338791468,-4.973052933381481
1.698243652461746,0.009480531723441179,-0.02872749033626302,-5.072498580798021
1.737800828749376,0.009488042436493236,-0.0305051493892528,-5.173902129024091
1.778279410038923,0.01275858735791674,-0.03275117617309435,-5.29842512115032
1.819700858609983,0.006521081031389531,-0.026905030226137,-5.457717784290843
1.86208713666287,0.00553971068040906,-0.0256804905661373,-5.56302236768876
1.905460717963248,0.005521886699475408,-0.02531735219041004,-5.679414972710177
1.949844599758046,0.007834246688942739,-0.02727289561229462,-5.818142414151794
1.995262314968883,0.004105518061227426,-0.02079285318581708,-5.958053129332569
2.041737944669532,0.005174645337032032,-0.02445914624789546,-6.102538243317099
2.089296130854041,0.01012822103471351,-0.02792069904809019,-6.222988721745679
2.137962089502232,0.006801809039277798,-0.025872944246913,-6.377017695634677
2.187761623949552,0.008226260299954767,-0.02573175825771606,-6.524198798994263
2.238721138568343,0.008173121015464448,-0.02849823797094197,-6.697804163778898
2.29086765276777,0.006186594811094129,-0.0231596180763274,-6.828899257346173
2.344228815319923,0.00892187729443953,-0.02710351385145673,-6.990418630547067
2.39883291901949,0.007238170494402829,-0.02346270789980109,-7.153181178981988
2.454708915685028,0.007572839533431013,-0.02337146256988978,-7.307040987928971
2.511886431509577,0.008000688592602074,-0.02547347333397408,-7.479351963545767
2.570395782768864,0.004912210790393039,-0.01994318130455904,-7.666655141467146
2.630267991895381,0.006254229604960282,-0.02124941693647485,-7.841128583822524
2.691534803926914,0.01022687513835476,-0.02566425337670529,-8.06957974777643
2.754228703338163,0.004501679843825836,-0.01889619350263433,-8.218542778174481
2.818382931264455,0.006650441448414249,-0.02324109189077427,-8.36904019706121
2.884031503126606,0.006924909122867037,-0.01794803766551228,-8.616369919142473
2.951209226666384,-0.001928150853641734,-0.005451286741123608,-8.817363372101386
3.019951720402013,-0.000235690970467604,-0.006817841601007425,-8.994090453902196
3.090295432513592,0.004820105407212697,-0.01227498014292653,-9.221529063737719
3.16227766016838,-0.003745624564845533,0.00294499200653308,-9.41628268331263
3.235936569296281,0.004794684474477494,-0.01010609977971111,-9.641701906589219
3.311311214825908,0.002171002755314007,-0.006192890836965683,-9.877296153586997
3.388441561392028,0.001284471712664893,-0.003937892899717285,-10.10743064090164
3.467368504525317,0.0009615713618866045,0.0006288848796487205,-10.36615055514838
3.548133892335753,-0.001473987596817012,0.00377024860250174,-10.56946840991652
3.63078054770101,0.0008474803252378211,0.001966794494193982,-10.82297302445646
3.715352290971728,-0.00123417264909626,0.003224429590399524,-11.09998487234289
3.801893963205612,-0.002939725387597281,0.0052751472978762,-11.37653621545411
3.890451449942804,-0.001303907547387099,0.00770290410852318,-11.63117831332897
3.98107170553497,-0.00338679693810964,0.01244834574881628,-11.91836020650759
4.07380277804113,-0.003959927985940232,0.01526344909304719,-12.19133418004078
4.168693834703356,-0.005047166125720395,0.0181340904304069,-12.49603685305329
4.265795188015925,-0.004461015099295751,0.02052550194505072,-12.78782078787561
4.365158322401657,-0.00547376668978576,0.02308446193144895,-13.09603948715959
4.466835921509634,-0.006590851867245706,0.02819037377504476,-13.41479193235831
4.570881896148752,-0.007739064975617795,0.03181318277784207,-13.74334487691704
4.677351412871981,-0.008097824064285775,0.03581016556540972,-14.05908457402491
4.78630092322638,-0.008936523246489728,0.03815674091305177,-14.38783687470498
4.897788193684466,-0.01264900271747823,0.04865457428937226,-14.72564169306919
5.011872336272726,-0.01122398548441578,0.04898595563979171,-15.12184548733781
5.128613839913648,-0.01257199573283481,0.05449934451153537,-15.50354554986086
5.248074602497724,-0.01254428772258581,0.05979761480820926,-15.87161353002294
5.370317963702533,-0.01334855958348639,0.06312013727464279,-16.26786933460501
5.495408738576248,-0.01545795313403202,0.06990903783230128,-16.65453791530871
5.62341325190349,-0.01739007730253053,0.07859269173029576,-17.09211086438904
5.754399373371567,-0.02039413471907222,0.08214052806310515,-17.50236250587486
5.888436553555896,-0.02325214236014873,0.09304413035074863,-17.95107170559565
6.02559586074358,-0.02263114331254,0.09622250255925774,-18.38927020694877
6.165950018614822,-0.02498958381876084,0.1061578310690792,-18.87794357539963
6.309573444801929,-0.02861356262573934,0.1147253636807129,-19.33491374602434
6.456542290346563,-0.02809641428470058,0.1200084434106263,-19.84223522950438
6.606934480075965,-0.03060212147239122,0.1290880327679703,-20.34202220065693
6.760829753919819,-0.03160955976664078,0.1388924591544787,-20.88638384938226
6.918309709189362,-0.03601377701081224,0.14597216772351,-21.41286654022576
7.079457843841388,-0.04178225994143663,0.1625806918355463,-21.97597422188105
7.244359600749891,-0.03988948997685729,0.1680497173226774,-22.54683332495429
7.413102413009161,-0.04091932183088616,0.1769347738115661,-23.14335690726435
7.585775750291836,-0.04620014010352065,0.1903748783710335,-23.75906579023587
7.762471166286911,-0.04691979255973509,0.1973413174435829,-24.40676238165939
7.943282347242806,-0.04954021174271345,0.2094910432440145,-25.05414624009365
8.128305161640995,-0.05454058210057924,0.2226130408249231,-25.72455807686607
8.317637711026709,-0.05681896692363031,0.2347949003681774,-26.43455348136003
8.511380382023759,-0.0595825496974759,0.2452472927780545,-27.16385809256619
8.709635899560796,-0.06387619811218689,0.2598422299617016,-27.91697681511815
8.912509381337442,-0.06911459579391549,0.2728692482677121,-28.69056318224114
9.120108393559097,-0.07352035117799695,0.285708602427784,-29.49319703104818
9.332543007969905,-0.07338694303072822,0.2943384056304933,-30.34096075985904
9.54992586021435,-0.08137217673227461,0.3121228218982757,-31.20867086664977
9.77237220955811,-0.08536155388207681,0.3234153395814334,-32.1128339920008
10,-0.09172915121676475,0.3382720512226995,-33.04514530087425
10.23292992280754,-0.09597659185954961,0.3492553443873436,-34.01167956835828
10.47128548050899,-0.09880299080256127,0.3595722021142752,-35.00973834400786
10.71519305237606,-0.1072345582628829,0.3726948517110441,-36.06343923531762
10.96478196143185,-0.1134296868579499,0.3850943929191188,-37.16529681633418
11.22018454301963,-0.1197713635649587,0.3928184013845604,-38.30221755596736
11.48153621496882,-0.1247745569841707,0.4010552218168169,-39.45028867581301
11.74897554939529,-0.132868292802532,0.4080781063606909,-40.69677138871647
12.02264434617413,-0.1388011584926986,0.412733503912363,-41.95371761548438
12.30268770812381,-0.145791344406398,0.4170311011641923,-43.27562074592903
12.58925411794166,-0.1552808694252617,0.417544150455034,-44.64201348413422
12.88249551693134,-0.1627430536358959,0.4142783217798091,-46.06969295936365
13.18256738556407,-0.1691668577252179,0.4085620354697796,-47.56256197591245
13.48962882591653,-0.17813867916827,0.3977195255379311,-49.0839184313737
13.80384264602884,-0.187266743655638,0.381784164497607,-50.66970956266422
14.12537544622754,-0.1953775066835358,0.363508872123999,-52.33253180210268
14.45439770745928,-0.2021361883546962,0.3375090798056898,-54.0342359666336
14.79108388168207,-0.211073925906449,0.3021239709802634,-55.76142529830692
15.13561248436207,-0.2193346974836032,0.2663912589458571,-57.59309670400205
15.48816618912481,-0.2283906154034705,0.2198959602720029,-59.44836443304133
15.84893192461114,-0.2349716229939848,0.1617619589611838,-61.37395269464012
16.2181009735893,-0.2436275701590714,0.09715439769616074,-63.33855482000862
16.5958690743756,-0.2508438317344989,0.0217873642228619,-65.36541936740508
16.98243652461744,-0.2587394062795894,-0.06210303375251761,-67.41258796867285
17.37800828749376,-0.2666812791832011,-0.1580412768817551,-69.50141376036437
17.78279410038923,-0.2735309777455484,-0.2677723102550025,-71.62102195781421
18.19700858609983,-0.2790219165664793,-0.3885914237177358,-73.79601450463059
18.62087136662868,-0.2835405418990443,-0.5201747332786332,-75.95816038159897
19.05460717963248,-0.2883172812110909,-0.6682223488748272,-78.1554043692048
19.49844599758046,-0.2910535005462309,-0.8332915770050002,-80.35191850334989
19.95262314968879,-0.2926610051070861,-1.003400375672337,-82.56945290054838
20.4173794466953,-0.2946161915881289,-1.194007795437604,-84.75678057032191
20.89296130854041,-0.2969986910547316,-1.392234054516706,-86.95662932754134
21.37962089502232,-0.2979056571254915,-1.602737066177677,-89.13890251468982
21.87761623949552,-0.2934034268045742,-1.830802349340992,-91.32850897430529
22.3872113856834,-0.2918277109094237,-2.059566859348767,-93.49678551409272
22.90867652767775,-0.289088099812419,-2.313697616565574,-95.61347309573478
23.44228815319923,-0.2873847176121899,-2.557566927151669,-97.71946249980853
23.9883291901949,-0.2807362122266547,-2.83157495903795,-99.77892012853455
24.54708915685031,-0.2789828712503448,-3.11727898886051,-101.7028061860463
25.11886431509582,-0.2703455886786554,-3.408365268186934,-103.7295311954669
25.70395782768865,-0.2727564134829414,-3.699855696629877,-105.5920181843758
26.30267991895381,-0.2620525267971541,-4.014197349454837,-107.5310213620079
26.91534803926917,-0.2568387030831852,-4.325191131663984,-109.3616372404931
27.54228703338169,-0.2555035850620188,-4.636127287095478,-111.0828700026895
28.18382931264455,-0.2467318589931461,-4.970375119145841,-112.8340135495903
28.84031503126606,-0.2407652364866969,-5.301666743676642,-114.514205521897
29.51209226666387,-0.2306228213499635,-5.634178045883949,-116.1618387518689
